invoice_id,vendor_id,vendor_name,invoice_date,due_date,currency,subtotal,tax_amount,total_amount,po_number,cost_center,description,invoice_status
INV-2026-001506,V0027,Pioneer Solutions Incorporated,2026-03-20,2026-04-19,USD,641.34,96.2,737.54,PO-26688,LOG,Network equipment,REVIEW
INV-2026-001714,V0089,Pioneer Supplies Limited,2026-03-20,2026-04-19,LKR,827086.74,0.0,827086.74,PO-35035,IT,Cloud infrastructure services,PAID
INV-2026-001762,V0031,Pioneer Supplies Incorporated,2026-03-20,2026-05-04,EUR,17234.6,1723.46,18958.06,OPEX-37969,FIN,Software licensing,REVIEW
INV-2026-001804,V0016,Zenith Holdings Incorporated,2026-03-20,2026-04-19,USD,17596.62,1759.66,19356.29,OPEX-87125,FIN,Maintenance services,PAID
INV-2026-001830,V0082,Redwood Logistics Incorporated,2026-03-20,2026-05-19,GBP,1137.77,170.67,1308.44,PR-80004,PROC,Data services,PAID
INV-2026-001914,V0086,Orbit Supplies Limited,2026-03-20,2026-05-04,USD,3272.83,0.0,3272.83,OPEX-27106,OPS,Warehouse supplies,PAID
INV-2026-001973,V0038,Insight Services Limited,2026-03-20,2026-04-19,EUR,1097.78,0.0,1097.78,CAPEX-16263,FIN,Maintenance services,REVIEW
INV-2026-000522,V0069,Keystone Technologies Incorporated,2026-03-21,2026-04-20,USD,10848.6,0.0,10848.6,OPEX-50352,OPS,Maintenance services,PAID
INV-2026-000654,V0075,Vertex Packaging Limited,2026-03-21,2026-05-20,USD,18083.28,2712.49,20795.77,PO-71455,HR,Data services,PAID
INV-2026-000774,V0018,Royal Networks Incorporated,2026-03-21,2026-05-05,USD,15308.54,2296.28,17604.82,OPEX-96517,LOG,Training services,PAID
INV-2026-000835,V0056,Silverline Technologies Incorporated,2026-03-21,2026-05-20,USD,7257.8,0.0,7257.8,CAPEX-77194,FIN,Packaging materials,PAID
INV-2026-001151,V0019,Titan Foods Incorporated,2026-03-21,2026-05-20,LKR,1938670.56,0.0,1938670.56,OPEX-22335,HR,Network equipment,PAID
INV-2026-001197,V0076,Royal Services Incorporated,2026-03-21,2026-04-20,LKR,431517.81,77673.21,509191.02,OPEX-66815,HR,Maintenance services,PAID
INV-2026-001395,V0001,Unity Trading Limited,2026-03-21,2026-04-20,EUR,7091.61,567.33,7658.94,OPEX-84471,MKT,Warehouse supplies,PAID
INV-2026-001469,V0029,Zenith Supplies Limited,2026-03-21,2026-04-20,USD,3103.76,465.56,3569.32,PO-95196,FIN,Network equipment,PAID
INV-2026-001538,V0072,Westbridge Logistics Limited,2026-03-21,2026-04-20,GBP,12308.77,0.0,12308.77,PO-63788,FIN,Freight and logistics,PAID
INV-2026-001542,V0067,Unity Foods Corporation,2026-03-21,2026-05-20,USD,15460.56,2319.08,17779.65,OPEX-40432,PROC,Packaging materials,REVIEW
INV-2026-001598,V0081,Nova Textiles Corporation,2026-03-21,2026-04-20,GBP,14764.28,1181.14,15945.42,OPEX-11340,HR,Maintenance services,PAID
INV-2026-000100,V0010,Silverline Systems Incorporated,2026-03-22,2026-05-21,USD,11519.19,2073.45,13592.64,OPEX-47947,IT,Maintenance services,PAID
INV-2026-000455,V0001,Unity Trading Limited,2026-03-22,2026-04-21,LKR,462513.27,83252.39,545765.65,OPEX-46264,MKT,Network equipment,OPEN
INV-2026-000618,V0087,Orbit Trading Limited,2026-03-22,2026-05-21,EUR,492.12,73.82,565.94,CAPEX-56346,IT,Freight and logistics,PAID
INV-2026-000620,V0040,Summit Textiles Incorporated,2026-03-22,2026-04-06,USD,8347.73,834.77,9182.5,PR-58704,HR,Office equipment,PAID
INV-2026-000664,V0049,Seacrest Consulting Incorporated,2026-03-22,2026-05-21,GBP,19122.71,0.0,19122.71,CAPEX-66595,LOG,Training services,PAID
INV-2026-000843,V0039,Zenith Consulting Incorporated,2026-03-22,2026-05-21,GBP,9165.36,1649.77,10815.13,OPEX-91764,MKT,Office equipment,PAID
INV-2026-001034,V0059,Seacrest Solutions Limited,2026-03-22,2026-04-21,LKR,1887207.57,0.0,1887207.57,OPEX-99126,HR,Freight and logistics,PAID
INV-2026-001055,V0089,Pioneer Supplies Limited,2026-03-22,2026-05-21,USD,12170.7,1825.61,13996.31,PR-22977,PROC,Cloud infrastructure services,REVIEW
INV-2026-001145,V0025,Lanka Foods Limited,2026-03-22,2026-05-06,GBP,7194.05,0.0,7194.05,PO-53426,HR,Warehouse supplies,PAID
INV-2026-001155,V0080,Vertex Textiles Corporation,2026-03-22,2026-04-21,USD,13682.15,2052.32,15734.48,OPEX-44449,PROC,Cloud infrastructure services,PAID
INV-2026-001218,V0066,Jade Pharma Incorporated,2026-03-22,2026-04-21,GBP,9145.96,0.0,9145.96,PO-27047,FIN,Network equipment,REVIEW
INV-2026-001248,V0089,Pioneer Supplies Limited,2026-03-22,2026-05-21,GBP,14286.46,1428.65,15715.1,CAPEX-66055,HR,Maintenance services,PAID
INV-2026-001320,V0044,Evergreen Systems Incorporated,2026-03-22,2026-04-06,USD,8241.04,1236.16,9477.19,PR-85499,HR,Training services,PAID
INV-2026-001486,V0046,Metro Holdings Incorporated,2026-03-22,2026-05-06,USD,8574.92,857.49,9432.41,OPEX-10743,MKT,Maintenance services,REVIEW
INV-2026-001969,V0017,Delta Pharma Limited,2026-03-22,2026-04-21,GBP,18620.55,0.0,18620.55,CAPEX-62600,IT,Packaging materials,PAID
INV-2026-000160,V0041,Metro Foods Limited,2026-03-23,2026-04-22,USD,2719.63,217.57,2937.2,PO-51827,FIN,Packaging materials,PAID
INV-2026-000179,V0063,Fusion Consulting Incorporated,2026-03-23,2026-05-07,USD,11262.49,2027.25,13289.74,CAPEX-47721,IT,Security services,PAID
INV-2026-000208,V0074,Crescent Supplies Corporation,2026-03-23,2026-05-22,EUR,15478.06,1238.24,16716.3,PR-49552,FIN,Training services,PAID
INV-2026-000218,V0061,Silverline Services Limited,2026-03-23,2026-04-22,USD,6340.89,0.0,6340.89,PR-29126,IT,Office equipment,REVIEW
INV-2026-000247,V0051,Nova Systems Corporation,2026-03-23,2026-04-22,GBP,13935.76,1393.58,15329.34,PR-52714,HR,Office equipment,PAID
INV-2026-000330,V0076,Royal Services Incorporated,2026-03-23,2026-04-22,EUR,680.75,122.53,803.28,CAPEX-84403,LOG,Freight and logistics,PAID
INV-2026-000338,V0078,Northstar Packaging Corporation,2026-03-23,2026-05-22,USD,12836.18,0.0,12836.18,OPEX-28434,OPS,Warehouse supplies,REVIEW
INV-2026-000729,V0059,Seacrest Solutions Limited,2026-03-23,2026-04-22,USD,19406.59,2910.99,22317.57,CAPEX-94835,PROC,Office equipment,PAID
INV-2026-000734,V0063,Fusion Consulting Incorporated,2026-03-23,2026-05-22,EUR,10289.73,0.0,10289.73,CAPEX-62108,FIN,Warehouse supplies,OPEN
INV-2026-000745,V0019,Titan Foods Incorporated,2026-03-23,2026-05-07,GBP,2813.69,0.0,2813.69,PO-45739,OPS,Maintenance services,REVIEW
INV-2026-000898,V0013,Delta Solutions Corporation,2026-03-23,2026-04-22,USD,17873.06,1429.84,19302.9,OPEX-25855,IT,Professional consulting,PAID
INV-2026-001065,V0022,Crescent Supplies Limited,2026-03-23,2026-05-07,USD,6982.04,1256.77,8238.8,OPEX-72503,LOG,Freight and logistics,REVIEW
INV-2026-001125,V0019,Titan Foods Incorporated,2026-03-23,2026-04-22,USD,9000.3,900.03,9900.33,PO-24832,LOG,Maintenance services,OPEN
INV-2026-001161,V0028,Unity Systems Incorporated,2026-03-23,2026-05-22,USD,19757.68,1975.77,21733.45,PO-57381,MKT,Maintenance services,PAID
INV-2026-001180,V0077,Pioneer Packaging Limited,2026-03-23,2026-04-22,USD,19188.11,1918.81,21106.92,PR-82841,HR,Professional consulting,PAID
INV-2026-001347,V0034,Metro Consulting Limited,2026-03-23,2026-05-07,USD,16203.53,1620.35,17823.88,OPEX-44170,IT,Office equipment,PAID
INV-2026-001475,V0007,Quantum Technologies Incorporated,2026-03-23,2026-04-07,USD,9628.59,962.86,10591.44,PO-72394,FIN,Software licensing,PAID
INV-2026-001610,V0071,Harbor Technologies Limited,2026-03-23,2026-04-07,USD,13733.09,1373.31,15106.39,PO-91079,PROC,Freight and logistics,OPEN
INV-2026-001718,V0064,Redwood Textiles Limited,2026-03-23,2026-04-22,USD,5204.95,520.49,5725.44,OPEX-80650,MKT,Software licensing,PAID
INV-2026-001816,V0089,Pioneer Supplies Limited,2026-03-23,2026-05-22,USD,14406.57,1440.66,15847.23,OPEX-26071,PROC,Training services,PAID
INV-2026-000043,V0033,BrightPath Logistics Corporation,2026-03-24,2026-04-08,LKR,823245.74,123486.86,946732.6,PO-96200,MKT,Data services,PAID
INV-2026-000333,V0023,Metro Consulting Corporation,2026-03-24,2026-04-08,USD,3056.51,550.17,3606.69,PR-24538,MKT,Data services,PAID
INV-2026-000362,V0057,Keystone Packaging Limited,2026-03-24,2026-04-23,GBP,8405.44,1512.98,9918.42,PO-34633,HR,Professional consulting,REVIEW
INV-2026-000464,V0006,Crescent Industries Limited,2026-03-24,2026-04-08,GBP,19372.62,3487.07,22859.69,CAPEX-44513,LOG,Data services,OPEN
INV-2026-000569,V0056,Silverline Technologies Incorporated,2026-03-24,2026-05-23,USD,2357.09,235.71,2592.8,OPEX-57876,OPS,Professional consulting,PAID
INV-2026-000830,V0014,Delta Foods Corporation,2026-03-24,2026-04-23,USD,1731.54,311.68,2043.21,OPEX-69513,PROC,Office equipment,PAID
INV-2026-000947,V0023,Metro Consulting Corporation,2026-03-24,2026-04-23,EUR,13926.85,2506.83,16433.69,OPEX-72096,OPS,Security services,PAID
INV-2026-000996,V0067,Unity Foods Corporation,2026-03-24,2026-04-23,USD,12640.08,0.0,12640.08,OPEX-19173,FIN,Cloud infrastructure services,PAID
INV-2026-001303,V0085,Royal Holdings Limited,2026-03-24,2026-04-23,LKR,378099.18,37809.92,415909.1,PO-67659,IT,Packaging materials,PAID
INV-2026-001327,V0049,Seacrest Consulting Incorporated,2026-03-24,2026-05-08,USD,10232.3,1534.85,11767.15,CAPEX-22700,FIN,Office equipment,REVIEW
INV-2026-001405,V0076,Royal Services Incorporated,2026-03-24,2026-04-23,EUR,7632.85,1144.93,8777.78,PO-52253,PROC,Software licensing,OPEN
INV-2026-001562,V0011,Nova Engineering Corporation,2026-03-24,2026-04-23,USD,16543.54,0.0,16543.54,PR-97493,OPS,Cloud infrastructure services,PAID
INV-2026-001667,V0080,Vertex Textiles Corporation,2026-03-24,2026-04-08,EUR,9879.9,1481.98,11361.88,CAPEX-18772,HR,Maintenance services,PAID
INV-2026-001842,V0050,Keystone Trading Corporation,2026-03-24,2026-04-23,USD,18011.41,0.0,18011.41,OPEX-34652,IT,Security services,PAID
INV-2026-001938,V0010,Silverline Systems Incorporated,2026-03-24,2026-04-23,USD,19061.4,0.0,19061.4,CAPEX-54634,OPS,Cloud infrastructure services,PAID
INV-2026-000101,V0003,Harbor Services Incorporated,2026-03-25,2026-04-24,LKR,1896538.26,189653.83,2086192.09,CAPEX-21551,HR,Software licensing,OPEN
INV-2026-000561,V0010,Silverline Systems Incorporated,2026-03-25,2026-05-09,USD,9826.93,1768.85,11595.78,PO-88018,PROC,Office equipment,PAID
INV-2026-000639,V0060,Zenith Packaging Limited,2026-03-25,2026-05-24,USD,16461.82,0.0,16461.82,CAPEX-63188,IT,Security services,PAID
INV-2026-000780,V0069,Keystone Technologies Incorporated,2026-03-25,2026-04-09,USD,13196.42,1319.64,14516.07,OPEX-44946,IT,Warehouse supplies,PAID
INV-2026-001023,V0006,Crescent Industries Limited,2026-03-25,2026-05-09,USD,12182.45,1218.24,13400.69,PO-55656,HR,Packaging materials,PAID
INV-2026-001049,V0013,Delta Solutions Corporation,2026-03-25,2026-04-09,GBP,18188.54,2728.28,20916.83,PR-63127,MKT,Warehouse supplies,OPEN
INV-2026-001108,V0038,Insight Services Limited,2026-03-25,2026-04-09,GBP,16340.53,1307.24,17647.78,PR-46659,FIN,Office equipment,PAID
INV-2026-001194,V0004,Delta Solutions Incorporated,2026-03-25,2026-04-24,USD,1778.84,320.19,2099.03,PR-45073,OPS,Packaging materials,PAID
INV-2026-001438,V0003,Harbor Services Incorporated,2026-03-25,2026-04-24,USD,12274.36,2209.38,14483.74,OPEX-87059,HR,Training services,PAID
INV-2026-001493,V0010,Silverline Systems Incorporated,2026-03-25,2026-05-09,LKR,324750.86,0.0,324750.86,CAPEX-85246,FIN,Data services,REVIEW
INV-2026-001507,V0009,Orbit Consulting Limited,2026-03-25,2026-04-24,USD,13204.36,0.0,13204.36,CAPEX-31402,HR,Office equipment,PAID
INV-2026-001669,V0001,Unity Trading Limited,2026-03-25,2026-04-24,LKR,1250788.73,187618.31,1438407.04,PR-45750,OPS,Packaging materials,PAID
INV-2026-001791,V0080,Vertex Textiles Corporation,2026-03-25,2026-04-24,USD,1132.22,169.83,1302.05,PO-67461,MKT,Packaging materials,OPEN
INV-2026-001814,V0086,Orbit Supplies Limited,2026-03-25,2026-04-24,USD,9290.38,1672.27,10962.65,PR-14823,IT,Cloud infrastructure services,OPEN
INV-2026-001983,V0045,Nova Solutions Corporation,2026-03-25,2026-04-24,USD,19843.96,3571.91,23415.87,CAPEX-11944,MKT,Network equipment,PAID
INV-2026-000113,V0009,Orbit Consulting Limited,2026-03-26,2026-04-10,EUR,13606.18,1088.49,14694.68,CAPEX-96057,LOG,Freight and logistics,OPEN
INV-2026-000137,V0084,Harbor Industries Limited,2026-03-26,2026-04-25,USD,16010.93,1601.09,17612.02,OPEX-67637,HR,Network equipment,REVIEW
INV-2026-000213,V0027,Pioneer Solutions Incorporated,2026-03-26,2026-04-10,USD,16961.01,0.0,16961.01,PR-16755,OPS,Maintenance services,PAID
INV-2026-000230,V0083,Metro Engineering Limited,2026-03-26,2026-05-25,LKR,1948333.5,292250.02,2240583.52,PO-40115,FIN,Warehouse supplies,PAID
INV-2026-000259,V0021,Vertex Supplies Corporation,2026-03-26,2026-05-25,USD,19174.24,0.0,19174.24,OPEX-92543,FIN,Freight and logistics,REVIEW
INV-2026-000436,V0043,Silverline Logistics Limited,2026-03-26,2026-04-25,USD,4462.69,669.4,5132.1,OPEX-83575,MKT,Training services,PAID
INV-2026-000456,V0018,Royal Networks Incorporated,2026-03-26,2026-05-10,USD,8973.72,717.9,9691.61,OPEX-82308,IT,Freight and logistics,REVIEW
INV-2026-000970,V0068,Harbor Supplies Limited,2026-03-26,2026-05-25,USD,9268.87,1390.33,10659.2,PO-21941,OPS,Training services,PAID
INV-2026-001352,V0048,Zenith Trading Incorporated,2026-03-26,2026-05-10,USD,11112.67,0.0,11112.67,PO-14728,MKT,Cloud infrastructure services,PAID
INV-2026-001439,V0077,Pioneer Packaging Limited,2026-03-26,2026-05-25,USD,9574.99,1436.25,11011.23,PO-54951,OPS,Network equipment,OPEN
INV-2026-001502,V0020,Global Solutions Limited,2026-03-26,2026-04-10,USD,12999.06,1039.92,14038.98,OPEX-79168,MKT,Warehouse supplies,OPEN
INV-2026-001525,V0039,Zenith Consulting Incorporated,2026-03-26,2026-05-10,GBP,11864.8,1779.72,13644.52,CAPEX-27263,OPS,Maintenance services,OPEN
INV-2026-001576,V0016,Zenith Holdings Incorporated,2026-03-26,2026-04-10,USD,18929.41,2839.41,21768.82,OPEX-63421,HR,Warehouse supplies,REVIEW
INV-2026-001665,V0074,Crescent Supplies Corporation,2026-03-26,2026-04-25,USD,19313.62,3476.45,22790.07,PR-87704,LOG,Professional consulting,PAID
INV-2026-001883,V0053,Pioneer Trading Incorporated,2026-03-26,2026-04-10,USD,10133.57,0.0,10133.57,CAPEX-10012,HR,Warehouse supplies,OPEN
INV-2026-000378,V0024,Unity Foods Limited,2026-03-27,2026-04-11,USD,7183.03,1292.95,8475.98,CAPEX-65112,MKT,Network equipment,PAID
INV-2026-000579,V0040,Summit Textiles Incorporated,2026-03-27,2026-05-11,USD,14918.49,0.0,14918.49,CAPEX-99694,OPS,Network equipment,PAID
INV-2026-000613,V0006,Crescent Industries Limited,2026-03-27,2026-04-26,EUR,16144.15,0.0,16144.15,PO-93967,FIN,Warehouse supplies,REVIEW
INV-2026-000617,V0069,Keystone Technologies Incorporated,2026-03-27,2026-05-11,LKR,1632979.08,293936.23,1926915.32,PO-78298,OPS,Security services,REVIEW
INV-2026-000665,V0035,Global Engineering Limited,2026-03-27,2026-04-26,USD,16070.05,1285.6,17355.65,OPEX-70438,MKT,Training services,REVIEW
INV-2026-000698,V0033,BrightPath Logistics Corporation,2026-03-27,2026-05-26,LKR,1782907.2,178290.72,1961197.92,PO-23686,PROC,Cloud infrastructure services,OPEN
INV-2026-000738,V0068,Harbor Supplies Limited,2026-03-27,2026-04-11,EUR,15151.55,0.0,15151.55,PO-63668,PROC,Office equipment,PAID
INV-2026-000989,V0018,Royal Networks Incorporated,2026-03-27,2026-04-26,GBP,15262.92,2747.33,18010.25,CAPEX-97342,HR,Software licensing,PAID
INV-2026-001311,V0047,Insight Technologies Incorporated,2026-03-27,2026-05-11,GBP,7569.35,605.55,8174.89,PO-31012,OPS,Cloud infrastructure services,PAID
INV-2026-001392,V0003,Harbor Services Incorporated,2026-03-27,2026-04-26,GBP,3483.97,522.59,4006.56,CAPEX-77677,IT,Training services,REVIEW
INV-2026-001877,V0069,Keystone Technologies Incorporated,2026-03-27,2026-05-11,USD,8684.77,1302.71,9987.48,PO-19996,IT,Security services,REVIEW
INV-2026-000085,V0053,Pioneer Trading Incorporated,2026-03-28,2026-05-12,USD,8389.87,0.0,8389.87,CAPEX-65936,OPS,Training services,REVIEW
INV-2026-000156,V0078,Northstar Packaging Corporation,2026-03-28,2026-05-27,USD,16525.7,0.0,16525.7,PO-15958,PROC,Security services,PAID
INV-2026-000168,V0048,Zenith Trading Incorporated,2026-03-28,2026-05-27,USD,15128.71,0.0,15128.71,OPEX-75546,IT,Cloud infrastructure services,PAID
INV-2026-000373,V0009,Orbit Consulting Limited,2026-03-28,2026-04-27,GBP,6583.72,526.7,7110.42,CAPEX-95998,PROC,Training services,REVIEW
INV-2026-000688,V0055,Lanka Systems Incorporated,2026-03-28,2026-05-12,USD,2521.55,453.88,2975.43,PR-52151,MKT,Professional consulting,PAID
INV-2026-000856,V0076,Royal Services Incorporated,2026-03-28,2026-05-27,LKR,1688872.59,303997.07,1992869.66,OPEX-27191,OPS,Warehouse supplies,PAID
INV-2026-001117,V0070,Royal Supplies Incorporated,2026-03-28,2026-04-12,USD,2887.89,433.18,3321.08,OPEX-31383,OPS,Network equipment,PAID
INV-2026-001280,V0005,Nova Logistics Limited,2026-03-28,2026-05-12,USD,4106.16,0.0,4106.16,PR-36769,LOG,Warehouse supplies,PAID
INV-2026-001433,V0011,Nova Engineering Corporation,2026-03-28,2026-04-27,USD,8086.7,0.0,8086.7,CAPEX-95576,PROC,Software licensing,PAID
INV-2026-001585,V0079,Global Trading Limited,2026-03-28,2026-05-12,GBP,11013.85,1101.39,12115.24,OPEX-25254,PROC,Data services,PAID
INV-2026-001586,V0009,Orbit Consulting Limited,2026-03-28,2026-04-27,USD,2930.66,293.07,3223.73,PR-62990,IT,Network equipment,PAID
INV-2026-001627,V0061,Silverline Services Limited,2026-03-28,2026-04-27,USD,6148.42,922.26,7070.68,PR-29925,FIN,Maintenance services,PAID
INV-2026-001680,V0046,Metro Holdings Incorporated,2026-03-28,2026-04-12,USD,6950.23,0.0,6950.23,OPEX-62502,LOG,Cloud infrastructure services,PAID
INV-2026-001721,V0049,Seacrest Consulting Incorporated,2026-03-28,2026-04-27,EUR,19681.92,0.0,19681.92,CAPEX-50607,LOG,Warehouse supplies,REVIEW
INV-2026-000021,V0034,Metro Consulting Limited,2026-03-29,2026-04-28,EUR,14059.53,1124.76,15184.3,PO-77715,FIN,Software licensing,OPEN
INV-2026-000177,V0069,Keystone Technologies Incorporated,2026-03-29,2026-05-28,USD,13556.27,2440.13,15996.4,CAPEX-89963,HR,Professional consulting,REVIEW
INV-2026-000497,V0052,Apex Consulting Incorporated,2026-03-29,2026-04-13,EUR,18636.16,1863.62,20499.77,CAPEX-56338,FIN,Security services,OPEN
INV-2026-000615,V0043,Silverline Logistics Limited,2026-03-29,2026-05-13,GBP,11430.16,0.0,11430.16,PR-35430,OPS,Network equipment,OPEN
INV-2026-000660,V0005,Nova Logistics Limited,2026-03-29,2026-04-13,USD,11959.42,0.0,11959.42,OPEX-64125,MKT,Maintenance services,PAID
INV-2026-000907,V0041,Metro Foods Limited,2026-03-29,2026-04-28,LKR,1422814.34,113825.15,1536639.48,PR-96805,OPS,Network equipment,REVIEW
INV-2026-000995,V0043,Silverline Logistics Limited,2026-03-29,2026-04-28,USD,10841.52,1951.47,12792.99,PR-39156,LOG,Maintenance services,OPEN
INV-2026-001239,V0067,Unity Foods Corporation,2026-03-29,2026-05-28,USD,8737.18,873.72,9610.9,CAPEX-47802,IT,Cloud infrastructure services,REVIEW
INV-2026-001274,V0010,Silverline Systems Incorporated,2026-03-29,2026-04-28,GBP,14631.95,2633.75,17265.7,OPEX-34921,MKT,Professional consulting,PAID
INV-2026-001328,V0064,Redwood Textiles Limited,2026-03-29,2026-04-13,EUR,10411.43,1561.71,11973.15,OPEX-47389,OPS,Maintenance services,OPEN
INV-2026-001492,V0082,Redwood Logistics Incorporated,2026-03-29,2026-04-28,EUR,7464.64,597.17,8061.81,PO-71845,FIN,Warehouse supplies,REVIEW
INV-2026-001797,V0059,Seacrest Solutions Limited,2026-03-29,2026-05-28,GBP,19591.63,1959.16,21550.79,CAPEX-85634,LOG,Data services,PAID
INV-2026-001845,V0071,Harbor Technologies Limited,2026-03-29,2026-04-13,EUR,16239.29,2923.07,19162.36,CAPEX-42248,OPS,Data services,PAID
INV-2026-000148,V0086,Orbit Supplies Limited,2026-03-30,2026-04-14,EUR,10898.37,871.87,11770.24,PR-93584,FIN,Network equipment,PAID
INV-2026-000181,V0011,Nova Engineering Corporation,2026-03-30,2026-05-14,GBP,5218.11,521.81,5739.92,PR-36485,MKT,Data services,REVIEW
INV-2026-000310,V0070,Royal Supplies Incorporated,2026-03-30,2026-04-14,USD,149.07,26.83,175.9,OPEX-50306,IT,Professional consulting,PAID
INV-2026-000511,V0033,BrightPath Logistics Corporation,2026-03-30,2026-04-14,USD,2530.2,455.44,2985.64,PR-85609,LOG,Training services,PAID
INV-2026-000570,V0042,Evergreen Packaging Limited,2026-03-30,2026-05-29,GBP,601.23,48.1,649.33,PR-55838,LOG,Packaging materials,PAID
INV-2026-000956,V0037,Seacrest Holdings Limited,2026-03-30,2026-05-14,USD,16458.6,2962.55,19421.15,PO-71866,PROC,Data services,PAID
INV-2026-000971,V0059,Seacrest Solutions Limited,2026-03-30,2026-04-29,USD,12306.99,0.0,12306.99,OPEX-42654,FIN,Security services,OPEN
INV-2026-001107,V0001,Unity Trading Limited,2026-03-30,2026-05-29,USD,6572.29,1183.01,7755.3,CAPEX-27512,HR,Security services,PAID
INV-2026-001417,V0010,Silverline Systems Incorporated,2026-03-30,2026-05-14,GBP,14839.73,2225.96,17065.69,PO-39057,LOG,Freight and logistics,PAID
INV-2026-001431,V0036,Unity Packaging Corporation,2026-03-30,2026-05-14,GBP,12390.75,2230.34,14621.09,OPEX-15326,IT,Network equipment,PAID
INV-2026-001858,V0038,Insight Services Limited,2026-03-30,2026-04-29,USD,19477.58,1947.76,21425.34,CAPEX-45305,FIN,Security services,PAID
INV-2026-000478,V0049,Seacrest Consulting Incorporated,2026-03-31,2026-05-30,LKR,1489253.23,268065.58,1757318.82,PO-65769,FIN,Office equipment,REVIEW
INV-2026-001238,V0087,Orbit Trading Limited,2026-03-31,2026-04-30,USD,11832.26,946.58,12778.84,CAPEX-34978,IT,Security services,PAID
INV-2026-001540,V0032,Keystone Logistics Limited,2026-03-31,2026-04-15,USD,19271.54,1541.72,20813.27,PR-62617,IT,Warehouse supplies,REVIEW
INV-2026-001558,V0063,Fusion Consulting Incorporated,2026-03-31,2026-04-30,LKR,889593.97,71167.52,960761.49,PR-32091,OPS,Cloud infrastructure services,PAID
INV-2026-000141,V0006,Crescent Industries Limited,2026-04-01,2026-05-31,USD,5578.16,0.0,5578.16,PO-97973,PROC,Maintenance services,PAID
INV-2026-000725,V0019,Titan Foods Incorporated,2026-04-01,2026-05-01,USD,19129.53,2869.43,21998.96,PR-80165,OPS,Freight and logistics,OPEN
INV-2026-001078,V0039,Zenith Consulting Incorporated,2026-04-01,2026-04-16,USD,7072.47,1273.04,8345.51,PR-62699,OPS,Cloud infrastructure services,PAID
INV-2026-001231,V0077,Pioneer Packaging Limited,2026-04-01,2026-05-16,EUR,140.01,0.0,140.01,OPEX-24337,IT,Cloud infrastructure services,PAID
INV-2026-001554,V0045,Nova Solutions Corporation,2026-04-01,2026-05-01,USD,8986.62,0.0,8986.62,CAPEX-70057,PROC,Training services,PAID
INV-2026-001654,V0089,Pioneer Supplies Limited,2026-04-01,2026-05-16,USD,17613.9,1409.11,19023.01,OPEX-70768,MKT,Packaging materials,PAID
INV-2026-001781,V0067,Unity Foods Corporation,2026-04-01,2026-05-31,EUR,14400.91,2592.16,16993.08,OPEX-42955,LOG,Maintenance services,REVIEW
INV-2026-000057,V0038,Insight Services Limited,2026-04-02,2026-05-02,USD,3013.93,452.09,3466.02,OPEX-84177,PROC,Freight and logistics,PAID
INV-2026-000328,V0068,Harbor Supplies Limited,2026-04-02,2026-06-01,USD,19482.72,0.0,19482.72,PR-96096,FIN,Office equipment,PAID
INV-2026-000434,V0071,Harbor Technologies Limited,2026-04-02,2026-04-17,LKR,1422671.08,213400.66,1636071.75,PR-34100,LOG,Software licensing,OPEN
INV-2026-000732,V0058,Harbor Logistics Limited,2026-04-02,2026-04-17,USD,1214.07,218.53,1432.6,PR-86471,LOG,Professional consulting,PAID
INV-2026-000746,V0082,Redwood Logistics Incorporated,2026-04-02,2026-04-17,USD,5918.28,1065.29,6983.57,PO-77353,FIN,Training services,PAID
INV-2026-001057,V0076,Royal Services Incorporated,2026-04-02,2026-05-02,USD,14614.6,1461.46,16076.06,PO-82069,OPS,Office equipment,PAID
INV-2026-001304,V0005,Nova Logistics Limited,2026-04-02,2026-05-17,GBP,16905.19,0.0,16905.19,OPEX-17678,LOG,Software licensing,PAID
INV-2026-001406,V0081,Nova Textiles Corporation,2026-04-02,2026-04-17,USD,8497.59,679.81,9177.39,CAPEX-94919,IT,Freight and logistics,OPEN
INV-2026-001511,V0078,Northstar Packaging Corporation,2026-04-02,2026-05-02,USD,3916.71,0.0,3916.71,CAPEX-72649,OPS,Data services,REVIEW
INV-2026-001731,V0034,Metro Consulting Limited,2026-04-02,2026-05-17,USD,10201.42,0.0,10201.42,PR-25861,IT,Freight and logistics,PAID
INV-2026-001808,V0087,Orbit Trading Limited,2026-04-02,2026-06-01,USD,923.75,73.9,997.64,CAPEX-23103,IT,Security services,REVIEW
INV-2026-001884,V0045,Nova Solutions Corporation,2026-04-02,2026-05-17,EUR,13955.27,0.0,13955.27,PO-92209,LOG,Cloud infrastructure services,REVIEW
INV-2026-000239,V0057,Keystone Packaging Limited,2026-04-03,2026-05-03,USD,2754.24,0.0,2754.24,OPEX-68830,LOG,Data services,REVIEW
INV-2026-000468,V0021,Vertex Supplies Corporation,2026-04-03,2026-06-02,GBP,16361.07,2944.99,19306.06,PR-64344,MKT,Network equipment,PAID
INV-2026-000748,V0035,Global Engineering Limited,2026-04-03,2026-04-18,EUR,11651.33,0.0,11651.33,PO-27950,LOG,Office equipment,PAID
INV-2026-000954,V0010,Silverline Systems Incorporated,2026-04-03,2026-04-18,EUR,4102.1,0.0,4102.1,CAPEX-42771,OPS,Warehouse supplies,REVIEW
INV-2026-001062,V0012,Evergreen Industries Corporation,2026-04-03,2026-05-03,LKR,564674.68,0.0,564674.68,CAPEX-11292,IT,Maintenance services,PAID
